,organization_id,name,users.TOTAL,territories,percent
964,1229,ESI Familles Pitard,1.0,75,0.06105006105006105
962,1227,Equipes Saint-Vincent,1.0,75,0.06105006105006105
961,1226,Equipe Saint-Vincent | Saint-Christophe de Javel,1.0,75,0.06105006105006105
957,1222,EPN Espace 19,1.0,75,0.06105006105006105
3192,3820,Association Solidarité Déméter,1.0,77,0.06105006105006105
955,1219,EPN Ageca,1.0,75,0.06105006105006105
2304,2742,Mairie de Villiers-sur-Marne,1.0,94,0.06105006105006105
946,1210,Emmaüs Coup de main |,1.0,75,0.06105006105006105
3195,3823,CSAPA de Noisiel,1.0,77,0.06105006105006105
950,1214,Entraide de l’Église Protestante Unie de l'Annonciation,1.0,75,0.06105006105006105
949,1213,Centre Corot Entraide d'Auteuil,1.0,75,0.06105006105006105
2226,2661,L’Escale,1.0,94,0.06105006105006105
947,1211,Emmaüs Défi | Le magasin Emmaüs Défi de Riquet,1.0,75,0.06105006105006105
2229,2664,Association Lire pour Vivre,1.0,94,0.06105006105006105
2300,2738,Mairie de Villecresnes,1.0,94,0.06105006105006105
2248,2683,ASSOUEVAM / LDH,1.0,94,0.06105006105006105
2252,2687,Mouvement contre le Racisme et pour l'Amitié entre les Peuples (MRAP),1.0,94,0.06105006105006105
967,1232,ESI l'Arche D'avenir,1.0,75,0.06105006105006105
2286,2724,Mairie de Marolles-en-Brie,1.0,94,0.06105006105006105
884,1140,Centre social Le Picoulet,1.0,75,0.06105006105006105
883,1139,Centre social et culturel Danube (CSCD),1.0,75,0.06105006105006105
882,1138,Centre Social et Culturel 13 pour tous / Mairie Mobile Ville de Paris,1.0,75,0.06105006105006105
875,1130,Centre MGEN,1.0,75,0.06105006105006105
871,1126,Centre Médical Marmottan Groupe public de santé Perray-Vaucluse,1.0,75,0.06105006105006105
870,1125,Centre Médical et Dentaire Marcadet,1.0,75,0.06105006105006105
2279,2716,Mairie de la Queue-en-Brie,1.0,94,0.06105006105006105
3239,3870,Mission Locale du plateau de Brie,1.0,77,0.06105006105006105
866,1121,Centre Françoise Minkowska,1.0,75,0.06105006105006105
864,1118,Centre de santé Yvonne Pouzin,1.0,75,0.06105006105006105
3241,3872,France Fraternités,1.0,77,0.06105006105006105
2266,2703,La Maison des Solidarités,1.0,94,0.06105006105006105
3242,3873,Association Ballade,1.0,67,0.06105006105006105
3245,3876,Accueil de jour - Le Sentier,1.0,77,0.06105006105006105
2277,2714,Mairie d'Ivry-sur-Seine,1.0,94,0.06105006105006105
857,1109,Centre d’action sociale de la Ville de Paris (CASVP),1.0,75,0.06105006105006105
2270,2707,Mairie de Champigny-sur-Marne,1.0,94,0.06105006105006105
885,1141,Centre Socioculturel Étincelles,1.0,75,0.06105006105006105
886,1142,Centre Socioculturel Maurice Noguès/Léo Lagrange - Nord Ile-de-France,1.0,75,0.06105006105006105
3227,3857,CSAPA de Dammarie-lès-Lys,1.0,77,0.06105006105006105
900,1158,Croix-Rouge Française | CeGidd de Valois,1.0,75,0.06105006105006105
914,1175,Croix-Rouge française | Vestiaire Croix Rouge Paris 13,1.0,75,0.06105006105006105
2259,2695,Grand Paris Sud Est Avenir,1.0,94,0.06105006105006105
3214,3842,Secours Populaire de l'Essonne,1.0,91,0.06105006105006105
910,1171,Croix-Rouge française,1.0,75,0.06105006105006105
3215,3844,AMITEL,1.0,67,0.06105006105006105
2280,2717,CCAS du Kremlin-Bicêtre,1.0,94,0.06105006105006105
902,1161,Croix-Rouge française | CSAPA Pierre-Nicole,1.0,75,0.06105006105006105
898,1156,CRL10 | Centre Paris Anim' Chateau Landon,1.0,75,0.06105006105006105
888,1144,CIDFF,1.0,75,0.06105006105006105
2263,2700,Association Rejoué,1.0,94,0.06105006105006105
897,1155,Coordination  de l'Accueil des Familles Demandeuses d'Asile (CAFDA),1.0,75,0.06105006105006105
896,1154,Compagnons de la nuit - La Moquette,1.0,75,0.06105006105006105
894,1152,Comité Contre l'Esclavage Moderne,1.0,75,0.06105006105006105
893,1151,Collectif | Cours en extérieur place Stalingrad,1.0,75,0.06105006105006105
892,1150,Collecte 75,1.0,75,0.06105006105006105
891,1149,Cœur du 5,1.0,75,0.06105006105006105
966,1231,ESI Halte aux Femmes Battues (HAFB) | Association Halte aux Femmes Battues (HAFB),1.0,75,0.06105006105006105
2307,2745,Entraide et Partage,1.0,94,0.06105006105006105
3074,3693,Mission locale de Taverny,1.0,95,0.06105006105006105
2215,2649,Espace les Monis,1.0,94,0.06105006105006105
2316,2754,Drogues et Société,1.0,94,0.06105006105006105
1097,1396,MIRP Association,1.0,75,0.06105006105006105
1094,1393,Médecins Sans Frontières,1.0,75,0.06105006105006105
2211,2645,ALEF - Vitry-sur-Seine,1.0,94,0.06105006105006105
1092,1391,"Médecins du Monde | Centre d'Accueil, d'Orientation et d'Accompagnement (CAOA)",1.0,75,0.06105006105006105
1090,1384,Maison du bas Belleville,1.0,75,0.06105006105006105
1085,1377,Mairie de Paris | Centre Paris Anim' Simon Lefranc,1.0,75,0.06105006105006105
1084,1376,Mairie de Paris | Centre Paris Anim' Oudiné,1.0,75,0.06105006105006105
1080,1371,Mairie de Paris | Centre Paris Anim' Baudricourt,1.0,75,0.06105006105006105
1079,1370,Mairie de Paris | Bibliothèque Vaugirard,1.0,75,0.06105006105006105
1076,1367,Mairie de Paris | Bibliothèque Italie,1.0,75,0.06105006105006105
1068,1359,Ma Mairie Mobile,1.0,75,0.06105006105006105
2214,2648,ENTR'AIDE 94,1.0,94,0.06105006105006105
1067,1358,Magaliménil,1.0,75,0.06105006105006105
1066,1357,Ma Ressourcerie,1.0,75,0.06105006105006105
3131,3752,CCAS Chennevières-lès-Louvres,1.0,95,0.06105006105006105
1062,1344,Ligue de l'Enseignement | Centre Paris Anim' Ken Saro-Wiwa,1.0,75,0.06105006105006105
2317,2755,Solidarité Internationale,1.0,94,0.06105006105006105
2207,2641,Centre Social Balzac,1.0,94,0.06105006105006105
1100,1399,Montparnasse Rencontres,1.0,75,0.06105006105006105
2325,2763,Cité des métiers,1.0,94,0.06105006105006105
1147,1454,Relais Frémicourt,1.0,75,0.06105006105006105
2195,2629,Association des familles de Charenton,1.0,94,0.06105006105006105
3086,3707,La montagne Vivra,1.0,95,0.06105006105006105
2326,2764,Maison Commune des Addictions des Troubles Mentaux et de la Santé 94 Ouest,1.0,94,0.06105006105006105
1129,1434,Petits Frères des Pauvres | Paris Saint-Maur/ Accompagnement  Vers le Logement,1.0,75,0.06105006105006105
1426,1782,Ville de Chatou - Médiathèque,1.0,78,0.06105006105006105
2197,2631,CREER avec la langue française,1.0,94,0.06105006105006105
1124,1428,Paris Aide aux Victimes,1.0,75,0.06105006105006105
2206,2640,Centre social Asphalte,1.0,94,0.06105006105006105
1118,1421,Paroisses de Paris,1.0,75,0.06105006105006105
1112,1413,Paris Ados Service,1.0,75,0.06105006105006105
3104,3725,Epicerie Sociale d'Ermont,1.0,95,0.06105006105006105
1107,1408,Nova Dona,1.0,75,0.06105006105006105
1102,1401,Mouvement d'entraide pour le tiers-monde et la coopération (ETM),1.0,75,0.06105006105006105
2323,2761,Donnons Aidons Troquons dans le 94,1.0,94,0.06105006105006105
1101,1400,Mosaïques 9,1.0,75,0.06105006105006105
1061,1341,Lieu d'Accueil Enfants-Parents (L.A.E.P),1.0,75,0.06105006105006105
2216,2650,Au Petit Plus,1.0,94,0.06105006105006105
968,1233,Espace 19,1.0,75,0.06105006105006105
1054,1333,Les Amis du Bus des femmes,1.0,75,0.06105006105006105
995,1270,GHU Paris,1.0,75,0.06105006105006105
994,1269,GERMAE | Paris 19,1.0,75,0.06105006105006105
993,1268,GERMAE | Paris 13,1.0,75,0.06105006105006105
992,1267,GAMS | Fédération Nationale du Groupe pour l'Abolition des mutilations sexuelles féminines et mariages forcés,1.0,75,0.06105006105006105
991,1266,Frères Missionnaires de la Charité,1.0,75,0.06105006105006105
990,1265,France Terre d'Asile | Espace Jacques Ribs (SPADA),1.0,75,0.06105006105006105
989,1264,France Terre d'Asile | CADA de Paris,1.0,75,0.06105006105006105
988,1263,France Terre d'Asile,1.0,75,0.06105006105006105
987,1262,France Horizon Accueil de Jour Paris Centre 1,1.0,75,0.06105006105006105
978,1252,"Femmes pour le dire, Femmes pour agir",1.0,75,0.06105006105006105
977,1251,Fédération des Tunisiens pour une Citoyenneté des Deux Rives (F.T.C.R.),1.0,75,0.06105006105006105
976,1250,FDLT,1.0,75,0.06105006105006105
975,1249,FASTI,1.0,75,0.06105006105006105
973,1247,ESSOR,1.0,75,0.06105006105006105
972,1242,Espace Paris Jeunes Mahalia Jackson,1.0,75,0.06105006105006105
971,1241,Espace Paris Jeunes | Le Miroir,1.0,75,0.06105006105006105
970,1237,Espace Paris Jeunes | L'Envol,1.0,75,0.06105006105006105
1002,1279,Hôpital Fernand Widal,1.0,75,0.06105006105006105
3168,3794,Centre d'initiative pour l'emploi des jeunes,1.0,75,0.06105006105006105
1013,1290,Institut Alfred-Fournier,1.0,75,0.06105006105006105
3141,3763,Maison de la Solidarité (MDS),1.0,95,0.06105006105006105
1051,1330,Le Refuge (association d'aide aux jeunes victimes d'homophobie),1.0,75,0.06105006105006105
1049,1328,Le Marché Solidaire,1.0,75,0.06105006105006105
1047,1326,Le Gang de la Popote,1.0,75,0.06105006105006105
1046,1325,Le Foyer de Grenelle,1.0,75,0.06105006105006105
1045,1324,Le Filon,1.0,75,0.06105006105006105
1044,1323,Centre LGBTQI+ de Paris IDF,1.0,75,0.06105006105006105
2310,2748,Lol'idays,1.0,94,0.06105006105006105
1041,1320,La Ressourcerie des Batignolles,1.0,75,0.06105006105006105
3161,3785,Espace Emploi de Fosses,1.0,95,0.06105006105006105
1040,1319,La Nouvelle Rôtisserie,1.0,75,0.06105006105006105
2309,2747,Unité locale de Vitry / Croix-Rouge française,1.0,94,0.06105006105006105
1032,1309,La Corde Raide - UDSM,1.0,75,0.06105006105006105
1030,1307,La Cimade,1.0,75,0.06105006105006105
2308,2746,Mission Locale de Vitry et Ivry,1.0,94,0.06105006105006105
1026,1303,La Bagagerie 188,1.0,75,0.06105006105006105
1019,1296,L'Amicale du Nid Paris,1.0,75,0.06105006105006105
1423,1779,Mairie de Vaux-sur-Seine,1.0,78,0.06105006105006105
2531,2982,AIDES 95,1.0,95,0.06105006105006105
2114,2541,Maison pour tous Roser,1.0,93,0.06105006105006105
2650,3212,AMSED,1.0,67,0.06105006105006105
2652,3214,La Maison des Potes,1.0,67,0.06105006105006105
1999,2424,PASS de l'Hôpital Ville-Evrard,1.0,93,0.06105006105006105
2655,3217,Ville de Malakoff - PIJ,1.0,92,0.06105006105006105
1750,2167,Ensemble pour la réussite,1.0,92,0.06105006105006105
2657,3219,Ville de La Garenne-Colombes - PIJ,1.0,92,0.06105006105006105
1746,2163,Croix-Rouge des Hauts-de-Seine - Unité locale de Puteaux,1.0,92,0.06105006105006105
2000,2426,La Cimade - Montreuil,1.0,93,0.06105006105006105
2478,2926,Maison municipale de quartier Petit-Ivry,1.0,94,0.06105006105006105
1744,2161,Lectures Nomades,1.0,92,0.06105006105006105
2660,3222,Secours catholique d'Argenteuil,1.0,95,0.06105006105006105
2006,2432,PAD Saint-Ouen,1.0,93,0.06105006105006105
2465,2913,MJC Club de Créteil,1.0,94,0.06105006105006105
2664,3226,Secours populaire des Yvelines - Antenne de Trappes,1.0,78,0.06105006105006105
2665,3227,Secours populaire des Yvelines - Comité de Meulan,1.0,78,0.06105006105006105
1733,2148,Visemploi,1.0,92,0.06105006105006105
1729,2144,Croix-Rouge des Hauts-de-Seine - Unité locale de Boulogne-Billancourt,1.0,92,0.06105006105006105
1728,2143,L'appart un Toit vers l'Avenir,1.0,92,0.06105006105006105
1996,2421,Association de la Nouvelle Génération Immigré (ANGI),1.0,93,0.06105006105006105
2483,2931,Bibliothèque Centrale de Cachan,1.0,94,0.06105006105006105
1655,2070,Croix-Rouge des Hauts-de-Seine - Unité locale de Gennevilliers,1.0,92,0.06105006105006105
2649,3211,Ville de Levallois-Perret - Espace Jeunesse,1.0,92,0.06105006105006105
1980,2404,Services Sociaux Départementaux de la Seine-Saint-Denis,1.0,93,0.06105006105006105
1982,2406,CCAS de Les Lilas,1.0,93,0.06105006105006105
1796,2213,Ville de Saint-cloud,1.0,92,0.06105006105006105
2616,3172,Linkee,1.0,75,0.06105006105006105
2618,3174,Ville de Sèvres - SIJ,1.0,92,0.06105006105006105
1984,2408,CSAPA Barbusse,1.0,93,0.06105006105006105
1785,2202,Maison de quartier Jacques Prévert Malakoff,1.0,92,0.06105006105006105
2487,2935,Boutique Solidarité,1.0,94,0.06105006105006105
2628,3184,Ville de Châtenay-Malabry - SIJ,1.0,92,0.06105006105006105
2636,3193,Comité des Hauts-de-Seine de Volley-ball,1.0,92,0.06105006105006105
1991,2415,Amicale Pour l'Entraide et la Solidarité (APES) - Drancy,1.0,93,0.06105006105006105
1766,2183,L'ETAPE,1.0,92,0.06105006105006105
1764,2181,Association Chatenay Bol d'Air,1.0,92,0.06105006105006105
1992,2417,Association Nénuphar,1.0,93,0.06105006105006105
2644,3203,Ville de Nanterre - Espace Santé Jeunes,1.0,92,0.06105006105006105
2647,3207,Maison de quartier Axe Majeur-Horloge,1.0,95,0.06105006105006105
2648,3209,Action Sociale Juive,1.0,67,0.06105006105006105
2673,3236,La cité des dames,1.0,75,0.06105006105006105
1724,2139,Ville de Chaville - Médiathèque,1.0,92,0.06105006105006105
2676,3239,Secours populaire des Yvelines - Antenne du Perray en Yvelines,1.0,78,0.06105006105006105
1718,2133,La Bagagerie de Colombes Association Bagageries Solidaires 92,1.0,92,0.06105006105006105
2708,3272,ADAVIP 92,1.0,92,0.06105006105006105
1683,2098,Centre Social et Culturel des Fossés Jean,1.0,92,0.06105006105006105
1681,2096,SMR (Solidarité Migrants Rueil),1.0,92,0.06105006105006105
1679,2094,Croix-Rouge des Hauts-de-Seine - Unité locale de Clichy,1.0,92,0.06105006105006105
1674,2089,"CAEL (Centre d'Animations, d'Expressions et de Loisirs)",1.0,92,0.06105006105006105
2716,3280,Les petites roues,1.0,67,0.06105006105006105
1672,2087,AREA (Accueil Recherche Emploi Antony),1.0,92,0.06105006105006105
2717,3281,Le Wagon Souk,1.0,67,0.06105006105006105
2718,3282,Unité locale Villeneuve le Roi - Villeneuve Saint Georges - Ablon sur Seine - Orly - Valenton / Croix-Rouge Française,1.0,94,0.06105006105006105
1669,2084,ASEC (Association Solidarité Emploi Chômage),1.0,92,0.06105006105006105
2039,2465,CCAS de Romainville,1.0,93,0.06105006105006105
1668,2083,ASEGA (Association Solidaire des Etudiants en Gestion Associative) par la FAGE (Fédération des Associations Générales Etudiantes),1.0,92,0.06105006105006105
2720,3284,Vestiaire solidaire paroisse Saint Léon,1.0,75,0.06105006105006105
1661,2076,Emmaüs,1.0,92,0.06105006105006105
1660,2075,Armée du salut,1.0,92,0.06105006105006105
2725,3289,Ô Coeur de la Rue,1.0,67,0.06105006105006105
2726,3290,Croix-Rouge des Hauts-de-Seine - Unité locale de Sèvres-Ville d'Avray,1.0,92,0.06105006105006105
2446,2892,Espace Emploi de Charenton-le-Pont,1.0,94,0.06105006105006105
2707,3271,Episol du Bourget,1.0,93,0.06105006105006105
2706,3270,Unis-Cité 95,1.0,95,0.06105006105006105
2462,2910,Centre social Andrée Chedid - Ville d'Orly,1.0,94,0.06105006105006105
1717,2132,Terre d'Arcs-En-Ciel,1.0,92,0.06105006105006105
1716,2131,Association Table Ouverte,1.0,92,0.06105006105006105
2684,3247,Secours populaire des Yvelines - Comité de Houilles,1.0,78,0.06105006105006105
2685,3248,Horizon78,1.0,78,0.06105006105006105
2686,3249,ABAJAD,1.0,92,0.06105006105006105
1709,2124,Espace Icare,1.0,92,0.06105006105006105
2463,2911,Bibliothèque Nelson Mandela - Ville de Vitry-sur-Seine ,1.0,94,0.06105006105006105
2692,3255,Société Saint-Vincent-de-Paul | Panier des Batignolles,1.0,75,0.06105006105006105
2705,3269,Essor 92,1.0,92,0.06105006105006105
1702,2117,Croix-Rouge des Hauts-de-Seine - Unité locale de Clamart,1.0,92,0.06105006105006105
2024,2450,CCAS de Gournay-sur-Marne,1.0,93,0.06105006105006105
2697,3260,Unité locale de Gentilly - Villejuif - Kremlin Bicêtre / Croix-Rouge française,1.0,94,0.06105006105006105
2698,3261,ÉPIS - Église de Pentecôte Internationale de Strasbourg,1.0,67,0.06105006105006105
2453,2899,PRIJ - Ville de Chennevières-sur-Marne,1.0,94,0.06105006105006105
2450,2896,Ville de Champigny-sur-Marne - Maison pour tous Youri-Gagarine,1.0,94,0.06105006105006105
2702,3265,Croix-Rouge des Hauts-de-Seine - Unité locale Garches,1.0,92,0.06105006105006105
2614,3170,Sawa,1.0,75,0.06105006105006105
1798,2215,Maison de la Colline,1.0,92,0.06105006105006105
1801,2218,Le Square Suresnes,1.0,92,0.06105006105006105
2512,2962,CCAS Vitry-sur-Seine,1.0,94,0.06105006105006105
2556,3035,Hôpital  Robert-Debré - PASS,1.0,75,0.06105006105006105
2557,3036,Hôpital  Lariboisière - PASS,1.0,75,0.06105006105006105
1883,2303,Mission Locale de la Dhuys,1.0,93,0.06105006105006105
2559,3038,Aurore | Accueil de Jour Familles et Femmes enceintes,1.0,75,0.06105006105006105
1939,2361,Centre de Quartier de la Fosse aux Fraises,1.0,93,0.06105006105006105
1940,2362,Centre social Grand Air,1.0,93,0.06105006105006105
1941,2363,CSF Aulnay,1.0,93,0.06105006105006105
1945,2367,Formation Insertion pour le développement et l'emploi (FIDE),1.0,93,0.06105006105006105
1946,2368,Maison de la Solidarité Saint-Denis,1.0,93,0.06105006105006105
1947,2369,Unité Locale La Plaine - Croix Rouge Française,1.0,93,0.06105006105006105
1876,2296,Service Social Hôpital Avicenne,1.0,93,0.06105006105006105
1875,2295,MIssion Locale Intercommunale - Epinay/Saint-Ouen/Villetaneuse/Ile Saint-Denis,1.0,93,0.06105006105006105
2565,3045,AS-SUFFA,1.0,78,0.06105006105006105
1873,2293,Mission Locale Bondy,1.0,93,0.06105006105006105
1871,2291,Services Sociaux GHT GPNE,1.0,93,0.06105006105006105
1868,2288,MIRE Mission Locale Intercommunale - Bobigny Drancy Le-Blanc-Mesnil,1.0,93,0.06105006105006105
1867,2287,Mission Locale Aubervilliers,1.0,93,0.06105006105006105
1888,2308,Mission Locale Intercommunale Montreuil/Romainville/Bagnolet/Noisy-le-sec,1.0,93,0.06105006105006105
1890,2310,Mission Locale de la Marne aux Bois,1.0,93,0.06105006105006105
2553,3031,CSAPA Espace Murger,1.0,75,0.06105006105006105
2545,3023,Flèche d'or,1.0,75,0.06105006105006105
2538,2991,Coup D'Pouss Bastille,1.0,75,0.06105006105006105
1912,2334,Association femmes relais médiatrices interculturelles,1.0,93,0.06105006105006105
2539,2992,Croix-Rouge Fançaise Unité locale du 7ème arrondissement,1.0,75,0.06105006105006105
2541,3018,Accueil Louise et Rosalie,1.0,75,0.06105006105006105
2542,3019,Collectif 4C,1.0,75,0.06105006105006105
2543,3021,Paroisses de Paris | Notre Dame du Bon Conseil,1.0,75,0.06105006105006105
1906,2328,Mission Locale Intercommunale Gagny/Villemomble/Les Pavillons-sous-Bois,1.0,93,0.06105006105006105
1903,2325,CCAS Noisy-le-Sec,1.0,93,0.06105006105006105
1930,2352,AFPAD Pierrefitte,1.0,93,0.06105006105006105
1921,2343,Emmaüs alternatives,1.0,93,0.06105006105006105
1902,2324,PAD Noisy-le-Sec,1.0,93,0.06105006105006105
1901,2322,AIDES Antennes Bobigny et Montreuil,1.0,93,0.06105006105006105
2547,3025,Co'p1 - Solidarités Étudiantes,1.0,75,0.06105006105006105
1926,2348,Maison de Justice et du Droit de Pantin,1.0,93,0.06105006105006105
2548,3026,Café/atelier associatif Le Dorothy,1.0,75,0.06105006105006105
1929,2351,Association Départementale pour la Promotion des Tsiganes,1.0,93,0.06105006105006105
1866,2286,Coallia,1.0,93,0.06105006105006105
1864,2284,Habitat-Cité Pantin,1.0,93,0.06105006105006105
2611,3165,SINGA France,1.0,75,0.06105006105006105
1861,2281,Speranza (Le Blanc Mesnil),1.0,93,0.06105006105006105
1822,2240,Ville de Meudon-la-Forêt - Médiathèque,1.0,92,0.06105006105006105
2600,3154,Secours populaire des Hauts-de-Seine - Comité de Malakoff,1.0,92,0.06105006105006105
2601,3155,Secours populaire des Hauts-de-Seine - Antenne d'Asnières,1.0,92,0.06105006105006105
2602,3156,Secours populaire des Hauts-de-Seine - Antenne de Nanterre,1.0,92,0.06105006105006105
2603,3157,Résorption Bidonvilles / DIHAL,1.0,75,0.06105006105006105
2604,3158,Association départementale Les Amis des Voyageurs de la Gironde (ADAV 33),1.0,33,0.06105006105006105
1816,2234,Ville de Meudon - Centre social Millandy,1.0,92,0.06105006105006105
